NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V80559958;GESDIVISA, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0142437039;FI399
V04861829-1;GESEM, FI/GESEM / CONSERVADOR FLEXIBLE;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;mixtos;capital variable;No;ES0142046020;FI5168-1
V04861829-2;GESEM, FI/GESEM / FARO GLOBAL HIGH YIELD;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;obligaciones;capital variable;No;ES0142046012;FI5168-2
V04861829-3;GESEM, FI/GESEM / GESTIÓN FLEXIBLE;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;otros;capital variable;No;ES0142046004;FI5168-3
V63176333;GESIURIS BALANCED EURO, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;mixtos;capital variable;No;ES0133461030;FI2758
V63053888;GESIURIS EURO EQUITIES, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;participaciones;capital variable;No;ES0116829039;FI2671
V64371172;GESIURIS FIXED INCOME, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;obligaciones;capital variable;No;ES0109695033;FI3599
V64780109;GESIURIS GLOBAL STRATEGY, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;otros;capital variable;No;ES0105234001;FI3957
V58118886;GESIURIS IURISFOND, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;mixtos;capital variable;No;ES0156322036;FI11
V63053854;GESIURIS PATRIMONIAL, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;otros;capital variable;No;ES0116845035;FI2670
V81759805;GESRIOJA, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0142440033;FI1067
V87761102;GESTIFONSA CARTERA PREMIER 10, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;mixtos;capital variable;No;ES0142165002;FI5157
V87759908;GESTIFONSA CARTERA PREMIER 25, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;mixtos;capital variable;No;ES0142101007;FI5155
V87759742;GESTIFONSA CARTERA PREMIER 50, F.I.;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;mixtos;capital variable;No;ES0109875007;FI5156
V87761169;GESTIFONSA INTERNACIONAL, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;otros;capital variable;No;ES0141989006;FI5158
V87672606;GESTIFONSA PATRIMONIO, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;participaciones;capital variable;No;ES0142142001;FI5099
V87672606;GESTIFONSA PATRIMONIO, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;participaciones;capital variable;No;ES0142142019;FI5099
V81459810;GESTIFONSA RENTA VARIABLE ESPAÑA, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;participaciones;capital variable;No;ES0138253002;FI660
V81459810;GESTIFONSA RENTA VARIABLE ESPAÑA, FI;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;participaciones;capital variable;No;ES0138253036;FI660
V87672705;GESTIFONSA RETORNO ABSOLUTO, F.I.;GESTIFONSA, S.G.I.I.C., S.A.;ALMAGRO 8, PLANTA 5ª, 28010, MADRID;otros;capital variable;No;ES0109697005;FI5091
V86772951-9;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/ADAIA MIXTO RENTA VARIABLE;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831084;FI4622-9
V86772951-1;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/BISSAN VALUE FUND;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0116831001;FI4622-1
V86772951-11;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/B4A CARTERA DECIDIDA;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;participaciones;capital variable;No;ES0116831100;FI4622-11
V86772951-10;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/B4A CARTERA EQUILIBRADA;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831092;FI4622-10
V86772951-8;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/CL FLEXIBLE;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831076;FI4622-8
V86772951-2;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/C2 DINAMICO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831019;FI4622-2
V86772951-3;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/C2 EQUILIBRADO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831027;FI4622-3
V86772951-6;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/GCAPITAL TOTAL MARKET;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831050;FI4622-6
V86772951-7;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/GINVEST MEDITERRANEO AHORRO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831068;FI4622-7
V86772951-4;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/GINVEST SMART;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831035;FI4622-4
V86772951-5;GESTION BOUTIQUE, FI/GESTION BOUTIQUE/YESTE PATRIMONIAL;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0116831043;FI4622-5
V87322749-1;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II / ASPAIN 11 EQUILIBRADO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797001;FI4912-1
V87322749-2;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II / ASPAIN 11 PATRIMONIO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797019;FI4912-2
V87322749-3;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II / AWA FLEXIBLE;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797027;FI4912-3
V87322749-8;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/ C.C. MONTBLANC;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0168797068;FI4912-8
V87322749-4;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/ACCION GLOBAL;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0168797050;FI4912-4
V87322749-11;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/BC WINVEST;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;participaciones;capital variable;No;ES0168797100;FI4912-11
V87322749-10;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/JPB GROWTH;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;participaciones;capital variable;No;ES0168797092;FI4912-10
V87322749-7;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/LOURIDO INTERNACIONAL;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797076;FI4912-7
V87322749-6;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/SASSOLA BASE;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797043;FI4912-6
V87322749-5;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II\SASSOLA DINAMICO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168797035;FI4912-5
V87322749-9;GESTION BOUTIQUE II, FI/GESTION BOUTIQUE II/YESTE SELECCION;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0168797084;FI4912-9
V87858130-1;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/AG SELECCION INTERNACIONAL;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168798058;FI5186-1
V87858130-2;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/DOLAT RENTA FIJA INTERNACIONAL;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;obligaciones;capital variable;No;ES0168798041;FI5186-2
V87858130-3;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/INVESTKEY EQUILIBRIO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168798033;FI5186-3
V87858130-4;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/NEO ACTIVA;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168798025;FI5186-4
V87858130-5;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/PULSAR 303 RENTA FIJA MIXTA EURO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168798017;FI5186-5
V87858130-6;GESTIÓN BOUTIQUE III, FI/GESTION BOUTIQUE III/VERITAS CAPITAL MIXTO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0168798009;FI5186-6
V66341819;GESTION DEL CICLO, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;mixtos;capital variable;No;ES0116832009;FI4784
V86745999-5;GESTION MULTIPERFIL, FI/GESTION MULTIPERFIL/AGRESIVO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;otros;capital variable;No;ES0125322042;FI4608-5
V86745999-4;GESTION MULTIPERFIL, FI/GESTION MULTIPERFIL/DINAMICO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0125322034;FI4608-4
V86745999-2;GESTION MULTIPERFIL, FI/GESTION MULTIPERFIL/EQUILIBRADO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0125322018;FI4608-2
V86745999-3;GESTION MULTIPERFIL, FI/GESTION MULTIPERFIL/INVERSION;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0125322026;FI4608-3
V86745999-1;GESTION MULTIPERFIL, FI/GESTION MULTIPERFIL/MODERADO;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;mixtos;capital variable;No;ES0125322000;FI4608-1
V87728887;GESTION VALUE, FI;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;participaciones;capital variable;No;ES0125323008;FI5115
V87728887;GESTION VALUE, FI;ANDBANK WEALTH MANAGEMENT, SGIIC, S.A.U.;CALLE SERRANO, 37, 28001, MADRID;participaciones;capital variable;No;ES0125323016;FI5115
V33977299;GIJÓN INVIERTE I, FONDO DE CAPITAL RIESGO;TORSA CAPITAL, SGEIC, S.A.;AVENIDA DE LA CONSTITUCIÓN 88 1º, 33207, GIJON;otros;capital fijo;No;ES0116847007;FCR118
V86071297;GLOBAL ALLOCATION, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0116848005;FI4279
V85398428;GLOBAL ALTERNATIVE FUND, IICIICIL (EN LIQUIDACION);JPMORGAN GESTION, SGIIC, S.A.;PASEO DE LA CASTELLANA, 31, 28046, MADRID;alto riesgo;capital variable;No;ES0156581003;FHF37
V84981554;GLOBAL BEST SELECTION, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0142233032;FI3753
V86280120;GLOBAL DIVERSIFICATION FUND FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0142459009;FI4392
V81658775;GLOBAL ESTRATEGIA, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0168657031;FI849
V84180967;GLOBAL MANAGERS FUNDS, FI;A&G FONDOS, SGIIC, SA;JOAQUÍN COSTA, 26, 28002, MADRID;otros;capital variable;No;ES0131304034;FI3072
V87566584-1;GLOBAL TRENDS, FI/GLOBAL TRENDS / ABSOLUTE SELECTION;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0142235011;FI5019-1
V87566584-2;GLOBAL TRENDS, FI/GLOBAL TRENDS / OPPORTUNITIES;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0142235003;FI5019-2
V87431599;GLOBAL VALUE OPPORTUNITIES, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0142466004;FI4936
V86111689;GLOBAL VALUE SELECTION FI;UBS GESTION, S.G.I.I.C., S.A.;C/ MARIA DE MOLINA, Nº 4, 28006, MADRID;otros;capital variable;No;ES0142338005;FI4305
V86459815;GPM ABACUS, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;mixtos;capital variable;No;ES0139099008;FI4470
V87511531-6;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM ALCYON SELECCION TECH;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;mixtos;capital variable;No;ES0142630054;FI4991-6
V87511531-1;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM GESTION GLOBAL;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;otros;capital variable;No;ES0142630047;FI4991-1
V87511531-2;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM GROWTH CAPITAL;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;participaciones;capital variable;No;ES0142630039;FI4991-2
V87511531-3;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM INTERNATIONAL CAPITAL;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;participaciones;capital variable;No;ES0142630021;FI4991-3
V87511531-4;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM MIXTO INTERNACIONAL;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;mixtos;capital variable;No;ES0142630013;FI4991-4
V87511531-5;GPM GESTION ACTIVA, FI/GPM GESTION ACTIVA / GPM RETORNO ABSOLUTO;INVERSIS GESTIÓN, S.A., SGIIC;AVENIDA DE LA HISPANIDAD, 6, 28042, MADRID;otros;capital variable;No;ES0142630005;FI4991-5
V87296638;GREDOS BOLSA EURO, FI;A&G FONDOS, SGIIC, SA;JOAQUÍN COSTA, 26, 28002, MADRID;participaciones;capital variable;No;ES0143231001;FI4881
V87296612;GREDOS BOLSA INTERNACIONAL, FI;A&G FONDOS, SGIIC, SA;JOAQUÍN COSTA, 26, 28002, MADRID;participaciones;capital variable;No;ES0143221002;FI4883
V87296646;GREDOS MODERADO, FI;A&G FONDOS, SGIIC, SA;JOAQUÍN COSTA, 26, 28002, MADRID;mixtos;capital variable;No;ES0143211003;FI4882
V61637435;GVC GAESCO EUROPA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0140643034;FI1474
V65650186;GVC GAESCO OPORTUNIDAD EMPRESAS INMOBILIARIAS R.V., FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0143628008;FI4399
V65650186;GVC GAESCO OPORTUNIDAD EMPRESAS INMOBILIARIAS R.V., FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0143628016;FI4399
V65650186;GVC GAESCO OPORTUNIDAD EMPRESAS INMOBILIARIAS R.V., FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0143628024;FI4399
V58242751;GVC GAESCO RENTA FIJA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;obligaciones;capital variable;No;ES0169764034;FI16
V67015586;GVC GAESCO RENTA FIJA FLEXIBLE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;obligaciones;capital variable;No;ES0157639008;FI5176
V66049701;GVC GAESCO RENTA VALOR, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0143629006;FI4607
V66049701;GVC GAESCO RENTA VALOR, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0143629014;FI4607
V80453756;GVC GAESCO RETORNO ABSOLUTO, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0138233004;FI372
V80453756;GVC GAESCO RETORNO ABSOLUTO, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0138233038;FI372
V66421264;GVC GAESCO SOSTENIBLE ISR, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0164837009;FI4826
V66421264;GVC GAESCO SOSTENIBLE ISR, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;mixtos;capital variable;No;ES0164837017;FI4826
V66158684;GVC GAESCO 1K + RENTA VARIABLE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0143630004;FI4667
V66158684;GVC GAESCO 1K + RENTA VARIABLE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0143630012;FI4667
V66235243;GVC GAESCO 300 PLACES WORLDWIDE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0157638000;FI4709
V66235243;GVC GAESCO 300 PLACES WORLDWIDE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0157638018;FI4709
V66235243;GVC GAESCO 300 PLACES WORLDWIDE, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0157638026;FI4709
V60495454;GVCGAESCO BOLSALIDER, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0115068001;FI487
V60495454;GVCGAESCO BOLSALIDER, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0115068019;FI487
V60495454;GVCGAESCO BOLSALIDER, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0115068035;FI487
V61013819;GVCGAESCO CONSTANTFONS, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;obligaciones;capital variable;No;ES0121776035;FI624
V62074695;GVCGAESCO EMERGENTFOND, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0140628035;FI1964
V61443990;GVCGAESCO FONDO DE FONDOS, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0140633035;FI1174
V59188052;GVCGAESCO FONDO FONDTESORO CORTO PLAZO, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;obligaciones;capital variable;No;ES0140642036;FI3659
V64041460;GVCGAESCO JAPON, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0141113037;FI3324
V62074653;GVCGAESCO MULTINACIONAL, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0140634033;FI1963
V64669682;GVCGAESCO PATRIMONIALISTA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0141114001;FI3887
V64669682;GVCGAESCO PATRIMONIALISTA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0141114019;FI3887
V64669682;GVCGAESCO PATRIMONIALISTA, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;otros;capital variable;No;ES0141114027;FI3887
V60685922;GVCGAESCO SMALL CAPS, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0113319000;FI567
V60685922;GVCGAESCO SMALL CAPS, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0113319018;FI567
V60685922;GVCGAESCO SMALL CAPS, FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0113319034;FI567
V61474987;GVCGAESCO T.F.T., FI;GVC GAESCO GESTIÓN, SGIIC, S.A.;C./ DOCTOR FERRAN, Nº 3-5, 1ª PLANTA, 08034, BARCELONA;participaciones;capital variable;No;ES0138984036;FI1268
V84117779;HARMATAN CARTERA CONSERVADORA, FI;TRESSIS GESTION, S.G.I.I.C., S.A.;CALLE ORENSE, 4- PLANTA 13, 28020, MADRID;otros;capital variable;No;ES0154974036;FI3027
V87778866;HELIA RENOVABLES, FCR;PLENIUM PARTNERS ASSET MANAGEMENT, SGEIC, S.A.;PASEO DE LA CASTELLANA, 91 PLANTA 11, 28046, MADRID;otros;capital fijo;No;ES0144022003;FCR212
V87778866;HELIA RENOVABLES, FCR;PLENIUM PARTNERS ASSET MANAGEMENT, SGEIC, S.A.;PASEO DE LA CASTELLANA, 91 PLANTA 11, 28046, MADRID;otros;capital fijo;No;ES0144022011;FCR212
V84603786;HERCULES CORTO PLAZO, FI;BBVA ASSET MANAGEMENT, S.A., SGIIC;Calle Azul, 4, 28050, MADRID;obligaciones;capital variable;No;ES0144083039;FI3388
V80645443;HIGH RATE, FI;ALPHA PLUS GESTORA, S.G.I.I.C., S.A.;CAMINO DE LA FUENTE DE LA MORA, 9, 28050, MADRID;otros;capital variable;No;ES0144886035;FI417
